model,disease_category,disease,incident_rate,protein,beta,odds_ratio,ci_lower,ci_upper,pvalue
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.29120443740095,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.85370701561481,6.38343922513415,5.37409380789443,7.58235672796087,6.59094355859009e-99
primary,Circulatory system disorders,I15 (secondary hypertension),0.0396196513470681,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.76870300185826,5.86324381133538,3.91017836994965,8.79183114902384,1.15886533322324e-17
primary,Circulatory system disorders,I20 (angina pectoris),4.61568938193343,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.184074810932928,1.20210575038515,1.15344399592646,1.25282045787438,2.52826091423736e-18
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.6485736925515,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.242251642480559,1.27411477388081,1.20763794038263,1.34425095696065,7.94979680244722e-19
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.70047543581616,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.267161499933927,1.30625138880958,1.24779835959899,1.36744264619431,2.70994254934026e-30
primary,Circulatory system disorders,I26 (pulmonary embolism),1.01624405705229,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.270855767646895,1.31108595573417,1.20244774072888,1.42953936799068,8.38591719990516e-10
primary,Circulatory system disorders,I50 (heart failure),0.903328050713153,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.493888569942197,1.63867595286379,1.49842705237383,1.79205178806671,2.79838358932664e-27
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.70958795562599,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.183150231662535,1.20099482197735,1.1232900696885,1.28407488086883,8.0200437069801e-08
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.56695721077654,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.188149252807529,1.20701365208261,1.12586205862205,1.29401461320838,1.16859814134684e-07
primary,Circulatory system disorders,I70 (atherosclerosis),0.166402535657686,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.56988754379156,1.7680682100063,1.43975045907423,2.17125486957301,5.40331832216385e-08
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),0.170364500792393,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.464978663389553,1.5919802210629,1.29990614728256,1.94968000540165,6.91434440310564e-06
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.40649762282091,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.283158031961124,1.32731490342099,1.23297498689898,1.42887314954737,5.1767678303781e-14
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.243660855784469,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,0.508517598360738,1.66282439339571,1.40010723193748,1.97483799826219,6.80443944244531e-09
primary,Circulatory system disorders,I08 (multiple valve diseases),0.174811591950897,KLK4;Kallikrein-4,0.560594305042868,1.75171324302013,1.43499468476328,2.13833494880037,3.60186095071875e-08
primary,Circulatory system disorders,I11 (hypertensive heart disease),0.0330199673685028,KLK4;Kallikrein-4,1.10907993181562,3.03156786175398,1.98191412180524,4.63713518124008,3.14541073916468e-07
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.306891461424908,KLK4;Kallikrein-4,1.05575598407006,2.87414714225816,2.48462167817583,3.32474028859622,8.12995810544472e-46
primary,Circulatory system disorders,I15 (secondary hypertension),0.0388470204335327,KLK4;Kallikrein-4,0.947895831183299,2.58027460981782,1.73384166132355,3.83992218585182,2.96609149801764e-06
primary,Circulatory system disorders,I20 (angina pectoris),4.60142957035195,KLK4;Kallikrein-4,0.220398544781745,1.24657344694129,1.1963846837009,1.29886764666036,7.62608693406144e-26
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.65907854867531,KLK4;Kallikrein-4,0.390493981348807,1.47771057508167,1.40180115442301,1.55773059311469,1.00347136918784e-47
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.69629399425064,KLK4;Kallikrein-4,0.357129008047144,1.42922023887303,1.3659466237773,1.49542482528022,6.66056093781443e-54
primary,Circulatory system disorders,I26 (pulmonary embolism),1.00419547820682,KLK4;Kallikrein-4,0.233828273626399,1.26342750975294,1.15911718610607,1.37712484253896,1.04613195585102e-07
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.359334939010177,KLK4;Kallikrein-4,0.481009389467141,1.61770647423217,1.40559631850409,1.86182490827651,1.97629814609671e-11
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.547742988112811,KLK4;Kallikrein-4,0.321152356522027,1.37871562120975,1.2289288816127,1.54675896433757,4.42466292894663e-08
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),0.376816098205267,KLK4;Kallikrein-4,0.453785732967666,1.57426064917758,1.37383950002122,1.8039200296037,6.52170927283341e-11
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.382643151270297,KLK4;Kallikrein-4,0.431460675642796,1.53950459889422,1.34495930168624,1.76219042988511,3.86063423037005e-10
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.1696060912128,KLK4;Kallikrein-4,0.451459655022473,1.57060305177902,1.48226728580112,1.66420319053614,9.51189591766375e-53
primary,Circulatory system disorders,I49 (other cardiac arrhythmias),1.26447051511149,KLK4;Kallikrein-4,0.188608879761813,1.20756855560583,1.11806462058616,1.30423750974561,1.58459795816248e-06
primary,Circulatory system disorders,I50 (heart failure),0.910962629166342,KLK4;Kallikrein-4,0.636108370724927,1.88911482107579,1.73197396397075,2.06051296465592,9.80342059762363e-47
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.71121125009711,KLK4;Kallikrein-4,0.221745765029131,1.24825398770395,1.16830942998302,1.33366895604143,5.15625614551706e-11
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.56747727449304,KLK4;Kallikrein-4,0.232906842022651,1.26226388389956,1.17824263181806,1.35227674637666,3.42488440216343e-11
primary,Circulatory system disorders,I70 (atherosclerosis),0.174811591950897,KLK4;Kallikrein-4,0.910431859465997,2.4853956432871,2.05325521610722,3.00848694074275,9.43395132451627e-21
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),0.16704218786419,KLK4;Kallikrein-4,0.783963239719593,2.19013511816976,1.80138189439305,2.66278452712919,3.74465632248937e-15
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.40820449071556,KLK4;Kallikrein-4,0.445005227435483,1.5604983532158,1.45223025536476,1.67683816074855,7.33782335928539e-34
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.149561028669101,KLK4;Kallikrein-4,0.684972447065559,1.98371717755482,1.60701387575313,2.44872424557122,1.83076647138152e-10
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.242793877709579,KLK4;Kallikrein-4,0.463068818349574,1.58894268706686,1.34166705070973,1.8817924025545,8.07459821012339e-08
primary,Circulatory system disorders,I87 (other disorders of veins),0.120425763343951,KLK4;Kallikrein-4,0.558362284812811,1.74780774382246,1.37139847421238,2.2275304857111,6.41332999229519e-06
primary,Circulatory system disorders,I89 (other non-infective disorders of lymphatic vessels and lymph nodes),0.17869629399425,KLK4;Kallikrein-4,0.492538104363346,1.63646447099573,1.33855290219871,2.00067995850774,1.55534715595622e-06
primary,Circulatory system disorders,I95 (hypotension),0.518607722787662,KLK4;Kallikrein-4,0.34504418551156,1.41205231054295,1.25445458272608,1.58944911610648,1.10019545027144e-08
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.310485306332318,ACAN;Aggrecan core protein,0.486511763016086,1.62663223345691,1.38974289639544,1.90390066377295,1.37505061319024e-09
primary,Circulatory system disorders,I15 (secondary hypertension),0.0375746549064588,ACAN;Aggrecan core protein,1.11663328913464,3.05455307553547,1.96813322911129,4.74068236502275,6.38741719849666e-07
primary,Circulatory system disorders,I20 (angina pectoris),4.6058616461654,ACAN;Aggrecan core protein,-0.296978203439133,0.743060208342489,0.711606104274763,0.775904633061992,2.78560892897927e-41
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.67373333860696,ACAN;Aggrecan core protein,-0.373719918721207,0.688169628269098,0.650225869101173,0.728327585499895,3.70780605906833e-38
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.72384606257168,ACAN;Aggrecan core protein,-0.331453858644383,0.717879279375675,0.684098557174956,0.753328090451065,2.10399259430504e-41
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.311453252629723,NPTXR;Neuronal pentraxin receptor,0.71922862191456,2.05284907694875,1.77302179468902,2.37684011857762,6.6200668006056e-22
primary,Circulatory system disorders,I50 (heart failure),0.910853852030322,NPTXR;Neuronal pentraxin receptor,0.266730886131203,1.3056890200223,1.19413168939718,1.42766818110943,4.81413047333898e-09
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.29963573694724,CCN5;CCN family member 5,1.12757929009735,3.08817187648585,2.64944164333255,3.59955297098842,3.7180892418865e-47
primary,Circulatory system disorders,I15 (secondary hypertension),0.0372096666797226,CCN5;CCN family member 5,1.41781418973502,4.12808735582646,2.73494455622195,6.23087776260986,1.48168934899427e-11
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.65951196584544,CCN5;CCN family member 5,0.222905362592314,1.24970229955348,1.1794262102094,1.32416578840653,4.40320355192797e-14
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.71117465042497,CCN5;CCN family member 5,0.21945790717851,1.24540142439256,1.18581263532603,1.30798463574523,1.74191409043778e-18
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.354471035212095,CCN5;CCN family member 5,0.465220890822778,1.59236588905339,1.37349482883961,1.84611479517766,6.97508936154943e-10
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.552269789667463,CCN5;CCN family member 5,0.367592597626051,1.44425352678599,1.28013846632965,1.6294083058173,2.33178491893429e-09
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),0.381888684344522,CCN5;CCN family member 5,0.359810745304126,1.4330581759053,1.2383180951479,1.65842342413945,1.37652783422318e-06
primary,Circulatory system disorders,I42 (cardiomyopathy),0.301594140456699,CCN5;CCN family member 5,0.393920357796296,1.48278245190998,1.25845644345685,1.74709566717521,2.51692389930751e-06
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.38580549136344,CCN5;CCN family member 5,0.383827363933834,1.46789200870484,1.26876475989283,1.69827143480997,2.46546571742075e-07
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.15816066742391,CCN5;CCN family member 5,0.337961242671745,1.40208616123865,1.31667623622356,1.49303644240994,5.70207862056229e-26
primary,Circulatory system disorders,I50 (heart failure),0.906740824879558,CCN5;CCN family member 5,0.51397424931193,1.67192264612324,1.51918297836055,1.84001886174131,7.35383624334946e-26
primary,Circulatory system disorders,I63 (cerebral infarction),0.36426305275939,CCN5;CCN family member 5,0.346767003602354,1.41448711657041,1.2174453935691,1.64341974885472,5.88067508676789e-06
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.56084759703889,CCN5;CCN family member 5,0.240612560049214,1.27202810531748,1.18225354293875,1.36861970969066,1.16842352945789e-10
primary,Circulatory system disorders,I70 (atherosclerosis),0.174297912341858,CCN5;CCN family member 5,0.517508053045605,1.67784134421195,1.35107954597571,2.08363125970792,2.83088516127089e-06
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),0.17038110532294,CCN5;CCN family member 5,0.539039083048853,1.71435871409623,1.37507893610008,2.1373506083463,1.661480323149e-06
primary,Circulatory system disorders,"I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)",0.0117504210567545,CCN5;CCN family member 5,1.50761874702386,4.51596432706669,2.37260528433694,8.59558643739522,4.41217438860446e-06
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.199723111141372,SRPX;Sushi repeat-containing protein SRPX,0.589628154341396,1.80331773483997,1.46967500300907,2.21270338417009,1.61665115523515e-08
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.56235673271146,SRPX;Sushi repeat-containing protein SRPX,0.198488025168303,1.21955742333192,1.14952458048319,1.2938568988049,4.76317248464328e-11
primary,Circulatory system disorders,I26 (pulmonary embolism),1.00088513651528,SRPX;Sushi repeat-containing protein SRPX,0.308082707291458,1.36081353348449,1.23719972572366,1.49677811465031,2.28841928132595e-10
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.397176641474319,SRPX;Sushi repeat-containing protein SRPX,0.517245888467952,1.67740153129878,1.44584134417924,1.94604747507808,8.83430666468518e-12
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.553777717255622,SRPX;Sushi repeat-containing protein SRPX,0.386334681678594,1.47157709830035,1.29670150868965,1.6700367368512,2.16032113558066e-09
primary,Circulatory system disorders,I42 (cardiomyopathy),0.308662989945757,SRPX;Sushi repeat-containing protein SRPX,0.403916778524496,1.49767930269027,1.26694114689187,1.77044000758012,2.22677968785173e-06
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.383559156623771,SRPX;Sushi repeat-containing protein SRPX,0.399253965729311,1.49071216033804,1.28272156524644,1.73242799153593,1.91451430723151e-07
primary,Circulatory system disorders,I45 (other conduction disorders),0.256462631351989,SRPX;Sushi repeat-containing protein SRPX,0.417703548432481,1.51847045472483,1.26487340338008,1.82291169670472,7.45536074930546e-06
primary,Circulatory system disorders,I47 (paroxysmal tachycardia),0.705839631420076,SRPX;Sushi repeat-containing protein SRPX,0.359822758730047,1.43307539194695,1.28027206460021,1.60411613733462,3.97799717795028e-10
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.15383218719502,SRPX;Sushi repeat-containing protein SRPX,0.540233172898018,1.71640703513086,1.60918256467251,1.83077618097749,1.51004395984876e-60
primary,Circulatory system disorders,I49 (other cardiac arrhythmias),1.23465195978302,SRPX;Sushi repeat-containing protein SRPX,0.240341161751229,1.27168292589738,1.16744383273921,1.38522935208325,3.63156711994516e-08
primary,Circulatory system disorders,I50 (heart failure),0.916910646603572,SRPX;Sushi repeat-containing protein SRPX,0.605005680605811,1.83126261153725,1.66350672555217,2.01593579448926,5.38243142931704e-35
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.66133315176686,SRPX;Sushi repeat-containing protein SRPX,0.267946564380437,1.30727728297697,1.21409480832366,1.4076115661406,1.23102836854227e-12
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.55693243457933,SRPX;Sushi repeat-containing protein SRPX,0.185611652586467,1.20395461691795,1.11574510186572,1.29913787403074,1.74315882989684e-06
primary,Circulatory system disorders,I80 (phlebitis and thrombophlebitis),2.52831302058509,SRPX;Sushi repeat-containing protein SRPX,0.211492533969932,1.23552074115926,1.16261079775855,1.31300303143386,9.42673541756651e-12
primary,Circulatory system disorders,I85 (oesophageal varices),0.0522003585937677,SRPX;Sushi repeat-containing protein SRPX,0.942046290353814,2.56522524697974,1.74214993241733,3.77716087765857,1.82489161283238e-06
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.0181566464673974,SRPX;Sushi repeat-containing protein SRPX,1.37389472910824,3.9507077066621,2.17067216398306,7.1904415795517,6.9070423868163e-06
primary,Circulatory system disorders,I00 (rheumatic fever without mention of heart involvement),0.367104343096884,ANGPT2;Angiopoietin-2,0.342357722372163,1.40826397495013,1.22077019731169,1.62455425886842,2.64722242754263e-06
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.116541061300598,ANGPT2;Angiopoietin-2,1.0879105878102,2.96806607585054,2.31073423100838,3.81238833631269,1.63316917895202e-17
primary,Circulatory system disorders,I08 (multiple valve diseases),0.174811591950897,ANGPT2;Angiopoietin-2,0.786972909431764,2.19673663070354,1.79135288526445,2.69385885068778,4.0026649187115e-14
primary,Circulatory system disorders,I09 (other rheumatic heart diseases),0.0271929143034729,ANGPT2;Angiopoietin-2,1.66260144892557,5.27301048472359,3.17133168535886,8.76749653792791,1.46507780698082e-10
primary,Circulatory system disorders,I10 (essential (primary) hypertension),28.0961075285525,ANGPT2;Angiopoietin-2,0.210686682603826,1.23452549614578,1.21046499979382,1.25906424464448,9.90577960081755e-98
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.306891461424908,ANGPT2;Angiopoietin-2,0.893919354016873,2.44469251435161,2.09768807402903,2.84909923630719,2.48941182576026e-30
primary,Circulatory system disorders,I20 (angina pectoris),4.60142957035195,ANGPT2;Angiopoietin-2,0.425849022205114,1.53088962734444,1.46836978244068,1.59607142501618,3.88720639386115e-89
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.65907854867531,ANGPT2;Angiopoietin-2,0.55979611586063,1.75031560232421,1.65783771432572,1.84795211332588,7.58172805752882e-91
primary,Circulatory system disorders,I22 (subsequent myocardial infarction),0.110714008235568,ANGPT2;Angiopoietin-2,0.943665164531328,2.56938138711787,1.99725680834151,3.30539402088693,2.09369589304495e-13
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),0.159272783777484,ANGPT2;Angiopoietin-2,0.514638467892936,1.67303353710718,1.35166657369031,2.07080745412193,2.25750781989146e-06
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.69629399425064,ANGPT2;Angiopoietin-2,0.514154832428567,1.67222459438801,1.59630107709129,1.75175919768939,2.69232260549595e-104
primary,Circulatory system disorders,I26 (pulmonary embolism),1.00419547820682,ANGPT2;Angiopoietin-2,0.343771335584157,1.41025612324293,1.293229205449,1.53787304274007,7.38200692938165e-15
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.359334939010177,ANGPT2;Angiopoietin-2,0.727393449231838,2.06967884776126,1.79381190383004,2.38797084784884,2.14350584194339e-23
primary,Circulatory system disorders,I31 (other diseases of pericardium),0.194235102167663,ANGPT2;Angiopoietin-2,0.491808026180674,1.63527016001198,1.34758696761266,1.98436803003741,6.30203375190645e-07
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.547742988112811,ANGPT2;Angiopoietin-2,0.817270038113545,2.26430991248676,2.01638215423203,2.54272205743585,2.12953214420125e-43
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),0.376816098205267,ANGPT2;Angiopoietin-2,0.676277122534371,1.96654288913389,1.71147380156607,2.25962613699626,1.41249559272632e-21
primary,Circulatory system disorders,"I38 (endocarditis, valve unspecified)",0.0582705306502991,ANGPT2;Angiopoietin-2,1.52185885608871,4.5807322079919,3.22024486362767,6.51599752501319,2.57966172401953e-17
primary,Circulatory system disorders,I42 (cardiomyopathy),0.304949110403232,ANGPT2;Angiopoietin-2,0.904525927147258,2.47076032497229,2.11839280444793,2.88173967105599,1.02454469509724e-30
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.382643151270297,ANGPT2;Angiopoietin-2,0.673700912260278,1.96148318137239,1.70902355866508,2.2512365328726,9.36320737164732e-22
primary,Circulatory system disorders,I45 (other conduction disorders),0.260275036904669,ANGPT2;Angiopoietin-2,0.391060433298295,1.47854786423736,1.24992146284137,1.74899291822009,5.04665485871218e-06
primary,Circulatory system disorders,I46 (cardiac arrest),0.0815787429104187,ANGPT2;Angiopoietin-2,0.986994625764408,2.68315844742148,2.00078452182499,3.5982581709511,4.33772878167528e-11
primary,Circulatory system disorders,I47 (paroxysmal tachycardia),0.708958122911972,ANGPT2;Angiopoietin-2,0.315231950364757,1.37057717996747,1.23652985736118,1.51915604387941,1.93744924657251e-09
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.1696060912128,ANGPT2;Angiopoietin-2,0.970104513989204,2.63822017586076,2.48078806958817,2.80564300580267,1.1091033305578e-209
primary,Circulatory system disorders,I49 (other cardiac arrhythmias),1.26447051511149,ANGPT2;Angiopoietin-2,0.411775366709226,1.50949531534114,1.39742988016083,1.63054772148897,1.2875290900217e-25
primary,Circulatory system disorders,I50 (heart failure),0.910962629166342,ANGPT2;Angiopoietin-2,1.04900063557338,2.85479670972672,2.60423156661051,3.1294698821556,6.00142394478663e-111
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.71121125009711,ANGPT2;Angiopoietin-2,0.487081568836282,1.62755936208741,1.52273481306869,1.73959999757285,1.23149859045712e-46
primary,Circulatory system disorders,I63 (cerebral infarction),0.367104343096884,ANGPT2;Angiopoietin-2,0.522973437293181,1.68703649649618,1.46494843953405,1.94279338692314,3.82344837683699e-13
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.56747727449304,ANGPT2;Angiopoietin-2,0.417440570314613,1.51807118272481,1.41629764419773,1.62715805202439,4.3889850819765e-32
primary,Circulatory system disorders,"I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)",0.132079869474011,ANGPT2;Angiopoietin-2,0.599595447866901,1.82138180742914,1.44250525834594,2.29977095004685,4.67763824815469e-07
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),0.343796130836764,ANGPT2;Angiopoietin-2,0.409915154326972,1.50668994356722,1.30106376948548,1.74481423531172,4.36568138178246e-08
primary,Circulatory system disorders,I70 (atherosclerosis),0.174811591950897,ANGPT2;Angiopoietin-2,0.81813262410392,2.2662639171225,1.85198869321359,2.77320923225478,1.97061596909454e-15
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.40820449071556,ANGPT2;Angiopoietin-2,0.480185223841088,1.6163737654249,1.50209828204263,1.73934301156448,1.03400037130575e-37
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.149561028669101,ANGPT2;Angiopoietin-2,0.879345955043564,2.40932338517242,1.93638668209826,2.99776859033578,3.09521668530789e-15
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.242793877709579,ANGPT2;Angiopoietin-2,0.492027128248466,1.63562849033946,1.37513111058825,1.94547308093824,2.71405536714243e-08
primary,Circulatory system disorders,I80 (phlebitis and thrombophlebitis),2.55613394452645,ANGPT2;Angiopoietin-2,0.250062302289533,1.28410541690309,1.21537855096234,1.35671862928158,5.10047460499361e-19
primary,Circulatory system disorders,I85 (oesophageal varices),0.0563281796286224,ANGPT2;Angiopoietin-2,1.03626978203293,2.81868307736696,1.97017589083834,4.03262182203141,1.41966285015807e-08
primary,Circulatory system disorders,I95 (hypotension),0.518607722787662,ANGPT2;Angiopoietin-2,0.465531912879969,1.59286122699453,1.41302715097959,1.795582545391,2.60858850527578e-14
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.021365861238443,ANGPT2;Angiopoietin-2,1.68942489385307,5.41636482453147,3.05588046433192,9.600181765891,7.24175040609702e-09
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.311917606669936,SOST;Sclerostin,0.511014940781174,1.66698222489463,1.42116187576954,1.95532246220013,3.43265385043099e-10
primary,Circulatory system disorders,I08 (multiple valve diseases),0.17222361979217,GDF15;Growth/differentiation factor 15,0.549548856477681,1.73247124835423,1.44691612724197,2.07438190083295,2.23046285751677e-09
primary,Circulatory system disorders,I10 (essential (primary) hypertension),28.0956711883429,GDF15;Growth/differentiation factor 15,0.289819019933281,1.33618564317473,1.31019149839325,1.36269551070647,7.9765377739528e-184
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.305745302552392,GDF15;Growth/differentiation factor 15,1.09543712674831,2.9904896207277,2.66200973386437,3.35950243078102,5.00828252076523e-76
primary,Circulatory system disorders,I15 (secondary hypertension),0.0387019370319484,GDF15;Growth/differentiation factor 15,1.15602576106868,3.17728087758263,2.37702203706934,4.24695842849595,5.80002555439824e-15
primary,Circulatory system disorders,I20 (angina pectoris),4.59779011939547,GDF15;Growth/differentiation factor 15,0.414221089879604,1.51319164126194,1.45488080393006,1.5738395454801,8.02036443178831e-95
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.66849855835284,GDF15;Growth/differentiation factor 15,0.540558822477253,1.71696607337999,1.63318470287688,1.80504537664662,1.51980660812335e-99
