model,disease_category,disease,incident_rate,protein,hazard_ratio,ci_lower,ci_upper,pvalue
primary,Circulatory system disorders,I86 (varicose veins of other sites),0.265999772649767,CSF1R;Macrophage colony-stimulating factor 1 receptor,1.79882985097915,1.50550478591028,2.14930491291477,1.01511175175924e-10
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.108878101891757,CSF1R;Macrophage colony-stimulating factor 1 receptor,4.42542474850662,3.43183522995486,5.7066796312807,1.98063107979795e-30
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.55491656072805,CST6;Cystatin-M,3.29254320527441,2.90769740013541,3.72832494815101,9.06674307278355e-79
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0683939491470872,CST6;Cystatin-M,3.38294898073991,2.41122538421698,4.74627709263503,1.73375949048567e-12
primary,Circulatory system disorders,I15 (secondary hypertension),0.0583594944860339,CST6;Cystatin-M,3.1551023986675,2.17905576026469,4.56834163108712,1.16879206771603e-09
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.535644721464744,OXT;Oxytocin-neurophysin 1,1.35372302394244,1.20290868434688,1.52344566915057,5.02130323135108e-07
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.536427393558897,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4.08385571310111,3.64484238889115,4.57574723567193,6.84788424833494e-130
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0673534072900158,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,2.48294496168989,1.81189251428704,3.40252836974,1.53730022067295e-08
primary,Circulatory system disorders,I15 (secondary hypertension),0.057471264367816,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,2.84553161504281,2.02975782904265,3.98917055835531,1.30329234126014e-09
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),1.01787733883608,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.21964466540441,1.1196578265354,1.32856045355604,5.3709084111097e-06
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.34004016144104,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.36067267688286,1.26245501527194,1.46653156842722,7.82742694545757e-16
primary,Circulatory system disorders,I46 (cardiac arrest),0.78114157695434,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.31766678025455,1.19579933708861,1.45195409458378,2.52863910931794e-08
primary,Circulatory system disorders,I50 (heart failure),4.41388133695826,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.25195268677522,1.20069229073706,1.30540151045821,5.98176224532006e-26
primary,Circulatory system disorders,I70 (atherosclerosis),0.797682355742519,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.33139324252541,1.20884741801381,1.46636204026047,6.25224928369437e-09
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.12778782399035,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.25722994101545,1.18396481299061,1.33502880089244,7.87553349944901e-14
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.700994896439422,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.26864444750328,1.14409185203005,1.406756574068,6.38937607927084e-06
primary,Circulatory system disorders,I95 (hypotension),4.82705060039428,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,1.22017912784496,1.17246656962275,1.26983330919834,1.39818644416923e-22
primary,Circulatory system disorders,I07 (rheumatic tricuspid valve diseases),0.516916380030704,KLK4;Kallikrein-4,1.35083785891015,1.19995048465492,1.52069851581394,6.48290747309464e-07
primary,Circulatory system disorders,I08 (multiple valve diseases),2.13059890259563,KLK4;Kallikrein-4,1.26632355378679,1.19417457811039,1.3428315861594,3.04913242025593e-15
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.545532478665783,KLK4;Kallikrein-4,2.27448291402093,2.03745478893884,2.53908580168669,1.67883283110924e-48
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0660399347370056,KLK4;Kallikrein-4,2.30613983265008,1.69071480994985,3.14558132243076,1.32262029544744e-07
primary,Circulatory system disorders,I15 (secondary hypertension),0.0544069640914037,KLK4;Kallikrein-4,2.63856920454533,1.88196346339466,3.69935313973467,1.82909863150441e-08
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.97515713858126,KLK4;Kallikrein-4,1.25277514589106,1.19118619752531,1.31754848186025,1.92036495029757e-18
primary,Circulatory system disorders,I22 (subsequent myocardial infarction),0.101114200711688,KLK4;Kallikrein-4,1.79355939868518,1.38876859676935,2.31633644661553,7.58835964128944e-06
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),1.02719738531574,KLK4;Kallikrein-4,1.29265259344372,1.1885511158831,1.40587199406669,2.06985196757606e-09
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),8.72309957443375,KLK4;Kallikrein-4,1.21364387184229,1.17799756909255,1.25036883462755,4.01978858422187e-37
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.35285288212245,KLK4;Kallikrein-4,1.52402392843815,1.41743586306528,1.63862718234688,4.68172267338795e-30
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.60931213624467,KLK4;Kallikrein-4,1.22769212440718,1.14694098472714,1.31412860156008,3.43437133897576e-09
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),1.70988496782998,KLK4;Kallikrein-4,1.24861730654536,1.1694727696264,1.33311798162061,3.01821056835354e-11
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),2.84672529100941,KLK4;Kallikrein-4,1.25441051474001,1.19241695366217,1.31962711085044,1.86245697642101e-18
primary,Circulatory system disorders,I45 (other conduction disorders),1.75073028237585,KLK4;Kallikrein-4,1.33703935196983,1.25404593644237,1.42552531511516,6.47125965176252e-19
primary,Circulatory system disorders,I46 (cardiac arrest),0.777574744372302,KLK4;Kallikrein-4,1.4207865721918,1.29170418879659,1.56276839637811,4.93729369297495e-13
primary,Circulatory system disorders,I47 (paroxysmal tachycardia),1.37326630020149,KLK4;Kallikrein-4,1.22591639855335,1.13906626811033,1.31938857142632,5.53858448358353e-08
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),7.39571544860722,KLK4;Kallikrein-4,1.21203255206306,1.17379735950005,1.25151321509719,6.42358070558436e-32
primary,Circulatory system disorders,I50 (heart failure),4.43006958737626,KLK4;Kallikrein-4,1.4155476261649,1.35915693610367,1.47427793561896,5.21084497366208e-63
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),4.22702211331343,KLK4;Kallikrein-4,1.28521755519467,1.2324001169229,1.34029861040974,1.01046595102422e-31
primary,Circulatory system disorders,I63 (cerebral infarction),2.07622575299736,KLK4;Kallikrein-4,1.22855278199647,1.15750431289268,1.30396225857623,1.26712789420381e-11
primary,Circulatory system disorders,"I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)",0.620429438307141,KLK4;Kallikrein-4,1.34816033696705,1.21070507410395,1.50122134039646,5.18682154886758e-08
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.77792255780937,KLK4;Kallikrein-4,1.37299316860389,1.24727950081281,1.51137755395202,9.80596746207424e-11
primary,Circulatory system disorders,I70 (atherosclerosis),0.803595750476709,KLK4;Kallikrein-4,1.4808134104354,1.34827050785776,1.62638605809855,2.28721902744188e-16
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),1.08369975485427,KLK4;Kallikrein-4,1.34466129415916,1.24017770077052,1.45794751420414,7.19142534079098e-13
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.15331271301641,KLK4;Kallikrein-4,1.43875166088596,1.35716032132197,1.52524820331159,2.66250812586093e-34
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.408504678351197,KLK4;Kallikrein-4,1.71601507923841,1.50812743902961,1.95255896548661,2.48659704050906e-16
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.697054070367413,KLK4;Kallikrein-4,1.53757254765755,1.39066303077695,1.70000157262346,4.61009226385342e-17
primary,Circulatory system disorders,"I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)",0.0446792804693267,KLK4;Kallikrein-4,3.71704829764964,2.58772093008056,5.33923418342872,1.1983548000703e-12
primary,Circulatory system disorders,I95 (hypotension),4.82261749028642,KLK4;Kallikrein-4,1.29794451309163,1.24808242344776,1.34979864103117,6.55333406190456e-39
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.54156995774564,ACAN;Aggrecan core protein,1.4979861059174,1.32893317579449,1.68854417542855,3.72604517577532e-11
primary,Circulatory system disorders,I70 (atherosclerosis),0.794421221546446,ACAN;Aggrecan core protein,0.792774426497159,0.716801026785853,0.876800210688961,6.24533677344066e-06
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.550184704865204,NPTXR;Neuronal pentraxin receptor,1.67662553618134,1.49835845886855,1.87610192470103,2.05470381116073e-19
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.53035808992516,CCN5;CCN family member 5,2.59984813622928,2.31841401337027,2.91544577132235,4.71371458206735e-60
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.066585719321609,CCN5;CCN family member 5,2.40346090919858,1.72658715261592,3.34568940426414,2.0340121222827e-07
primary,Circulatory system disorders,I15 (secondary hypertension),0.0548557098916599,CCN5;CCN family member 5,2.50116220733153,1.73597256746461,3.60363550935607,8.64421672658851e-07
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),1.01214177830956,CCN5;CCN family member 5,1.23057920340331,1.12408764309365,1.34715934754081,7.02738719096967e-06
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.3502093119239,CCN5;CCN family member 5,1.20757221136072,1.117012196688,1.30547423741152,2.11451712130322e-06
primary,Circulatory system disorders,I46 (cardiac arrest),0.78010153080225,CCN5;CCN family member 5,1.29849145224008,1.17138856706528,1.43938578448376,6.7044707905797e-07
primary,Circulatory system disorders,I50 (heart failure),4.43289393071009,CCN5;CCN family member 5,1.21616888488424,1.16440496047464,1.27023398797414,1.15735058483474e-18
primary,Circulatory system disorders,I63 (cerebral infarction),2.08153156694708,CCN5;CCN family member 5,1.22145116374614,1.14686338956931,1.30088985225788,4.89414601211471e-10
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",0.7818561623396,CCN5;CCN family member 5,1.28524171398097,1.1592571057412,1.42491795407248,1.86562132950993e-06
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.772533871884865,CCN5;CCN family member 5,1.29573177289358,1.16903361211484,1.43616129586617,8.02451297167243e-07
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.702842783100361,CCN5;CCN family member 5,1.29668358438,1.16405867267675,1.44441887463817,2.364528070258e-06
primary,Circulatory system disorders,"I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)",0.0470072077718583,CCN5;CCN family member 5,2.73416154119251,1.85427263837161,4.03157506541282,3.84391200041138e-07
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.252238331136663,SRPX;Sushi repeat-containing protein SRPX,1.95252405055074,1.62657073906207,2.34379610823283,6.96074455295837e-13
primary,Circulatory system disorders,I07 (rheumatic tricuspid valve diseases),0.519993641999137,SRPX;Sushi repeat-containing protein SRPX,1.60641208031102,1.41155168683243,1.82817235517605,6.75464241977791e-13
primary,Circulatory system disorders,I08 (multiple valve diseases),2.04378566394616,SRPX;Sushi repeat-containing protein SRPX,1.2817278652045,1.19972018676514,1.36934123353489,1.8743531516324e-13
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.393423236986332,SRPX;Sushi repeat-containing protein SRPX,1.88983910669157,1.63462714471976,2.18489694161607,8.04910616818126e-18
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.36945723009615,SRPX;Sushi repeat-containing protein SRPX,1.60862323406842,1.48454044731406,1.74307726937756,3.80173529858572e-31
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.59527124175548,SRPX;Sushi repeat-containing protein SRPX,1.20608782960801,1.11849402673436,1.30054145838905,1.11076191205432e-06
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),1.6805957233621,SRPX;Sushi repeat-containing protein SRPX,1.27969412583964,1.1899707274002,1.3761826387833,2.94077082316217e-11
primary,Circulatory system disorders,I42 (cardiomyopathy),0.687535571997723,SRPX;Sushi repeat-containing protein SRPX,1.30384825785906,1.16376590294638,1.46079230815927,4.75650617342312e-06
primary,Circulatory system disorders,I46 (cardiac arrest),0.76098314479124,SRPX;Sushi repeat-containing protein SRPX,1.33297976137301,1.19742114369674,1.48388480826763,1.49945126073072e-07
primary,Circulatory system disorders,I47 (paroxysmal tachycardia),1.33485714285714,SRPX;Sushi repeat-containing protein SRPX,1.21599147210071,1.12011329036667,1.32007652523935,3.05816118573884e-06
primary,Circulatory system disorders,I50 (heart failure),4.32233089767963,SRPX;Sushi repeat-containing protein SRPX,1.27240950023607,1.21508387979868,1.33243964734291,1.27656212531446e-24
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),4.07117634840407,SRPX;Sushi repeat-containing protein SRPX,1.22875335343962,1.17185722157266,1.28841191212943,1.6494779379254e-17
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.745403722473467,SRPX;Sushi repeat-containing protein SRPX,1.3450856198451,1.20637330574134,1.49974747957662,9.36762858652073e-08
primary,Circulatory system disorders,I70 (atherosclerosis),0.768391379467127,SRPX;Sushi repeat-containing protein SRPX,1.32681186766854,1.19198510148201,1.4768890399698,2.31477169377487e-07
primary,Circulatory system disorders,I85 (oesophageal varices),0.20891048639811,SRPX;Sushi repeat-containing protein SRPX,2.82829906419878,2.34976200488712,3.40429183036857,4.1177970926029e-28
primary,Circulatory system disorders,I86 (varicose veins of other sites),0.263918276340636,SRPX;Sushi repeat-containing protein SRPX,1.87973411326584,1.57726678725925,2.24020461542536,1.77728508864144e-12
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.102149683335981,SRPX;Sushi repeat-containing protein SRPX,3.19182296709116,2.468664213353,4.12682040681968,8.44568677277883e-19
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.246966397013067,ANGPT2;Angiopoietin-2,2.60040058599752,2.1922868503003,3.08448833086325,5.23537879679451e-28
primary,Circulatory system disorders,I07 (rheumatic tricuspid valve diseases),0.516916380030704,ANGPT2;Angiopoietin-2,2.02554042918258,1.79858839721879,2.28113004431555,2.5343174955904e-31
primary,Circulatory system disorders,I08 (multiple valve diseases),2.13059890259563,ANGPT2;Angiopoietin-2,1.57512503221536,1.48468782084509,1.6710710711557,2.98319979980729e-51
primary,Circulatory system disorders,I09 (other rheumatic heart diseases),0.0310860695550806,ANGPT2;Angiopoietin-2,4.40011379414069,2.74053586985596,7.06467724591567,8.61132815907462e-10
primary,Circulatory system disorders,I11 (hypertensive heart disease),0.207900207900207,ANGPT2;Angiopoietin-2,2.18758744906374,1.81781194571821,2.63258191177219,1.17254078946033e-16
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.545532478665783,ANGPT2;Angiopoietin-2,2.30552516639084,2.05522155493461,2.58631303282075,4.77349872109852e-46
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0660399347370056,ANGPT2;Angiopoietin-2,3.13004552469445,2.260765537,4.33356968085265,6.24302013310848e-12
primary,Circulatory system disorders,I22 (subsequent myocardial infarction),0.101114200711688,ANGPT2;Angiopoietin-2,2.23374825839617,1.71569361958654,2.90822978236076,2.37692990847509e-09
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),1.02719738531574,ANGPT2;Angiopoietin-2,1.28706071720945,1.18207384181101,1.40137208961988,6.14219362402453e-09
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),8.72309957443375,ANGPT2;Angiopoietin-2,1.26476011854388,1.22715950489091,1.30351282867776,1.55592344700288e-52
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.35285288212245,ANGPT2;Angiopoietin-2,2.32012054141485,2.15446086915332,2.49851803008638,7.64032633176874e-110
primary,Circulatory system disorders,I31 (other diseases of pericardium),0.751206601276662,ANGPT2;Angiopoietin-2,1.35811964518951,1.22936542135667,1.50035859038088,1.70807449209781e-09
primary,Circulatory system disorders,I33 (acute and subacute endocarditis),0.126311698406529,ANGPT2;Angiopoietin-2,1.83118281298414,1.44198565562508,2.32542569441507,6.96528524137285e-07
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.60931213624467,ANGPT2;Angiopoietin-2,1.54744367748083,1.44513137605584,1.65699947745296,6.59024742094233e-36
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),1.70988496782998,ANGPT2;Angiopoietin-2,1.38631382060529,1.2976792780603,1.48100231058165,3.32880692296351e-22
primary,Circulatory system disorders,I36 (nonrheumatic tricuspid valve disorders),0.186505546597245,ANGPT2;Angiopoietin-2,1.91102136105115,1.56873352863407,2.32799425506871,1.26491068627235e-10
primary,Circulatory system disorders,I37 (pulmonary valve disorders),0.215642848816878,ANGPT2;Angiopoietin-2,1.57898099660155,1.31313422720986,1.89864900020643,1.1976229641909e-06
primary,Circulatory system disorders,"I38 (endocarditis, valve unspecified)",0.250709371477436,ANGPT2;Angiopoietin-2,1.78635906391136,1.50597467309523,2.11894579784643,2.73741345932948e-11
primary,Circulatory system disorders,I42 (cardiomyopathy),0.678005727979426,ANGPT2;Angiopoietin-2,1.52394784002504,1.37246360676639,1.69215198688492,3.09607512439035e-15
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),2.84672529100941,ANGPT2;Angiopoietin-2,1.33540984316989,1.26862165359115,1.40571418136124,2.21535742435428e-28
primary,Circulatory system disorders,I45 (other conduction disorders),1.75073028237585,ANGPT2;Angiopoietin-2,1.37709967784317,1.29021829650305,1.4698315221972,6.36044079331791e-22
primary,Circulatory system disorders,I46 (cardiac arrest),0.777574744372302,ANGPT2;Angiopoietin-2,1.74033314555142,1.57976209792901,1.91722504386922,3.31082689012176e-29
primary,Circulatory system disorders,I47 (paroxysmal tachycardia),1.37326630020149,ANGPT2;Angiopoietin-2,1.40982996395808,1.30936292762705,1.51800580674466,8.55279341919662e-20
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),7.39571544860722,ANGPT2;Angiopoietin-2,1.36649105918147,1.32219422938763,1.41227194410592,5.48168527607067e-77
primary,Circulatory system disorders,I49 (other cardiac arrhythmias),1.98099659669899,ANGPT2;Angiopoietin-2,1.22067411988745,1.14717653058334,1.29888057089636,3.10392377154366e-10
primary,Circulatory system disorders,I50 (heart failure),4.43006958737626,ANGPT2;Angiopoietin-2,1.66355620554738,1.5954738362397,1.73454379893662,5.97408377011604e-126
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),4.22702211331343,ANGPT2;Angiopoietin-2,1.52507046756391,1.4611779803725,1.59175676219995,3.13562687135255e-83
primary,Circulatory system disorders,I63 (cerebral infarction),2.07622575299736,ANGPT2;Angiopoietin-2,1.27527393395181,1.20094053282031,1.35420827440777,2.09294977886613e-15
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",0.775499733606961,ANGPT2;Angiopoietin-2,1.33610505043891,1.21038255798861,1.47488634401252,9.09208147308303e-09
primary,Circulatory system disorders,"I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)",0.620429438307141,ANGPT2;Angiopoietin-2,1.40822037103422,1.26265181909675,1.57057122430977,7.7907466081779e-10
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),2.73646870797357,ANGPT2;Angiopoietin-2,1.29101782896415,1.22521994073252,1.3603492559114,1.06443363397379e-21
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.77792255780937,ANGPT2;Angiopoietin-2,1.50777067673366,1.36800840423147,1.66181173053175,1.29976741841638e-16
primary,Circulatory system disorders,I70 (atherosclerosis),0.803595750476709,ANGPT2;Angiopoietin-2,1.85676224649592,1.68848091356392,2.04181522711779,2.51846390010133e-37
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),1.08369975485427,ANGPT2;Angiopoietin-2,1.26563462548695,1.1651949765218,1.37473215857236,2.35023653852598e-08
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.15331271301641,ANGPT2;Angiopoietin-2,1.58974280043507,1.49851255493264,1.68652719205863,2.45042648192086e-53
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.408504678351197,ANGPT2;Angiopoietin-2,1.72874437020786,1.51285359607477,1.97544369480263,8.7893010927664e-16
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.697054070367413,ANGPT2;Angiopoietin-2,1.58041106320064,1.42613034702904,1.7513820766035,2.48216718200825e-18
primary,Circulatory system disorders,I83 (varicose veins of lower extremities),2.08700882117081,ANGPT2;Angiopoietin-2,1.22064142193463,1.14835423277257,1.29747898202566,1.54179872061237e-10
primary,Circulatory system disorders,I85 (oesophageal varices),0.211835584491303,ANGPT2;Angiopoietin-2,1.93011952175336,1.6050370937678,2.32104378317398,2.7878189648614e-12
primary,Circulatory system disorders,I87 (other disorders of veins),0.460892225117653,ANGPT2;Angiopoietin-2,1.5331896320462,1.35084848319028,1.74014367789229,3.71211911117034e-11
primary,Circulatory system disorders,I89 (other non-infective disorders of lymphatic vessels and lymph nodes),0.533156911581569,ANGPT2;Angiopoietin-2,1.52162898879286,1.35208645433587,1.71243101512475,3.29127479217453e-12
primary,Circulatory system disorders,I95 (hypotension),4.82261749028642,ANGPT2;Angiopoietin-2,1.35361463911699,1.30111401149712,1.40823369438894,7.14992866677769e-51
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.10490936996095,ANGPT2;Angiopoietin-2,2.80545203393532,2.16622845555628,3.63330150821544,5.32191548900291e-15
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.54903967254408,SOST;Sclerostin,1.50058890498148,1.33059085016973,1.6923061371317,3.69160179772228e-11
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.247975512418148,GDF15;Growth/differentiation factor 15,1.7674339530203,1.52633400583726,2.04661808381542,2.71598249961563e-14
primary,Circulatory system disorders,I07 (rheumatic tricuspid valve diseases),0.507260406582768,GDF15;Growth/differentiation factor 15,1.50649560216922,1.34912116983339,1.68222769763184,3.3508777504968e-13
primary,Circulatory system disorders,I08 (multiple valve diseases),2.13615569512289,GDF15;Growth/differentiation factor 15,1.40096896553271,1.32561072792175,1.48061116362786,6.34716495709797e-33
primary,Circulatory system disorders,I11 (hypertensive heart disease),0.209059233449477,GDF15;Growth/differentiation factor 15,1.78741777001353,1.52055541310157,2.10111532735487,1.92666131165954e-12
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.551252935810089,GDF15;Growth/differentiation factor 15,2.74392195581237,2.54326890154762,2.96040567908788,1.26528635534835e-149
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0657932929543123,GDF15;Growth/differentiation factor 15,2.35334910198991,1.83112164801806,3.02451341877321,2.30446984164854e-11
primary,Circulatory system disorders,I15 (secondary hypertension),0.0561395357841144,GDF15;Growth/differentiation factor 15,2.3342738934182,1.77316577896334,3.07294144413241,1.5115563368348e-09
primary,Circulatory system disorders,I20 (angina pectoris),4.00803229143425,GDF15;Growth/differentiation factor 15,1.29663825787074,1.2428662032005,1.35273673662107,2.75411081490973e-33
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.97029702970297,GDF15;Growth/differentiation factor 15,1.42858031833507,1.36225542855946,1.49813440500835,5.95959214072024e-49
primary,Circulatory system disorders,I22 (subsequent myocardial infarction),0.102671393425156,GDF15;Growth/differentiation factor 15,2.00020035608496,1.59943556930378,2.50138332625922,1.22644532775601e-09
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),1.0136641147398,GDF15;Growth/differentiation factor 15,1.46704211566781,1.3554964917919,1.58776697850244,2.12742779037801e-21
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),8.69827360974335,GDF15;Growth/differentiation factor 15,1.38731796751606,1.34869570235567,1.42704624892868,2.51256549012374e-114
primary,Circulatory system disorders,I26 (pulmonary embolism),1.98999139885839,GDF15;Growth/differentiation factor 15,1.3056424202299,1.23126274452234,1.38451531737455,5.02727661921469e-19
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.35161378024624,GDF15;Growth/differentiation factor 15,1.91427406297701,1.80076409027243,2.03493906169136,2.84455392404647e-96
primary,Circulatory system disorders,I31 (other diseases of pericardium),0.752317058983208,GDF15;Growth/differentiation factor 15,1.41547851531898,1.29010609710666,1.55303461616303,2.08675867762342e-13
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.60521451503064,GDF15;Growth/differentiation factor 15,1.39651241325833,1.30997003075958,1.48877216622564,1.4241630119997e-24
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),1.72480770724885,GDF15;Growth/differentiation factor 15,1.36771176248042,1.285576356654,1.45509479506612,3.76907933735056e-23
